Unique_ID,TREEname,TREEvalue
6923,Brochiraja_asperula,1
6923,Brochiraja_spinifera,1
6923,Zearaja_nasutus,
6926,Bathyraja_shuntovi,1
6989,Amblyraja_doellojuradoi,1
6989,Bathyraja_brachyurops,1
6989,Discopyge_tschudii,1
6989,Psammobatis_scobina,1
6989,Rhinoraja_albomaculata,1
6989,Rhinoraja_macloviana,1
6989,Sympterygia_lima,1
6989,Zearaja_chilensis,1
6991,Amblyraja_doellojuradoi,1
6991,Bathyraja_brachyurops,1
6991,Bathyraja_meridionalis,1
6991,Bathyraja_papilonifera,
6991,Discopyge_tschudii,1
6991,Psammobatis_normani,1
6991,Psammobatis_rudis,1
6991,Rhinoraja_macloviana,1
6991,Rhinoraja_magellanica,1
6991,Rhinoraja_multispinis,1
6991,Sympterygia_bonapartii,1
6992,Amblyraja_doellojuradoi,1
6992,Bathyraja_brachyurops,1
6992,Bathyraja_griseocauda,1
6992,Bathyraja_meridionalis,1
6992,Bathyraja_papilonifera,
6992,Bathyraja_scaphiops,1
6992,Dipturus_trachydermus,1
6992,Discopyge_tschudii,1
6992,Psammobatis_normani,1
6992,Psammobatis_rudis,1
6992,Rhinoraja_macloviana,1
6992,Rhinoraja_magellanica,1
6992,Rhinoraja_multispinis,1
6992,Sympterygia_bonapartii,1
6992,Zearaja_chilensis,1
6993,Amblyraja_doellojuradoi,1
6993,Bathyraja_brachyurops,1
6993,Bathyraja_griseocauda,1
6993,Bathyraja_meridionalis,1
6993,Bathyraja_papilonifera,
6993,Bathyraja_scaphiops,1
6993,Psammobatis_normani,1
6993,Rhinoraja_albomaculata,1
6993,Rhinoraja_macloviana,1
6993,Rhinoraja_magellanica,1
6993,Rhinoraja_multispinis,1
6994,Bathyraja_brachyurops,1
6994,Bathyraja_griseocauda,1
6994,Bathyraja_scaphiops,1
6994,Rhinoraja_albomaculata,1
7027,Bathyraja_eatonii,1
7027,Rhinoraja_murrayi,1
7028,Bathyraja_eatonii,1
7028,Bathyraja_irrasa,1
7028,Rhinoraja_murrayi,1
7029,Bathyraja_eatonii,1
7029,Rhinoraja_murrayi,1
7049,Bathyraja_richardsoni,1
7054,Bathyraja_richardsoni,1
7054,Bathyraja_shuntovi,1
7054,Brochiraja_asperula,1
7054,Brochiraja_leviveneta,1
7054,Brochiraja_spinifera,1
7054,Dipturus_innominatus,1
7054,Pteroplatytrygon_violacea,1
7054,Zearaja_nasutus,
7055,Bathyraja_richardsoni,1
7057,Bathyraja_shuntovi,1
7057,Brochiraja_leviveneta,1
7119,Amblyraja_doellojuradoi,1
7119,Amblyraja_frerichsi,1
7119,Bathyraja_brachyurops,1
7119,Discopyge_tschudii,1
7119,Psammobatis_scobina,1
7119,Rhinoraja_albomaculata,1
7119,Sympterygia_lima,1
7119,Zearaja_chilensis,1
7120,Amblyraja_doellojuradoi,1
7120,Discopyge_tschudii,1
7120,Rhinoraja_albomaculata,1
7122,Amblyraja_doellojuradoi,1
7122,Bathyraja_brachyurops,1
7122,Bathyraja_griseocauda,1
7122,Bathyraja_meridionalis,1
7122,Bathyraja_papilonifera,
7122,Bathyraja_scaphiops,1
7122,Discopyge_tschudii,1
7122,Psammobatis_extenta,1
7122,Psammobatis_normani,1
7122,Psammobatis_rudis,1
7122,Rhinoraja_macloviana,1
7122,Rhinoraja_magellanica,1
7122,Rhinoraja_multispinis,1
7122,Sympterygia_bonapartii,1
7122,Zearaja_chilensis,1
7123,Amblyraja_doellojuradoi,1
7123,Bathyraja_brachyurops,1
7123,Bathyraja_griseocauda,1
7123,Bathyraja_meridionalis,1
7123,Bathyraja_papilonifera,
7123,Bathyraja_scaphiops,1
7123,Dipturus_trachydermus,1
7123,Discopyge_tschudii,1
7123,Psammobatis_normani,1
7123,Rhinoraja_macloviana,1
7123,Rhinoraja_magellanica,1
7123,Rhinoraja_multispinis,1
7123,Zearaja_chilensis,1
7124,Bathyraja_brachyurops,1
7124,Bathyraja_griseocauda,1
7124,Bathyraja_scaphiops,1
7124,Rhinoraja_albomaculata,1
7125,Rhinoraja_albomaculata,1
7158,Bathyraja_eatonii,1
7158,Bathyraja_irrasa,1
7158,Rhinoraja_murrayi,1
7159,Bathyraja_eatonii,1
7159,Bathyraja_irrasa,1
7159,Rhinoraja_murrayi,1
7179,Bathyraja_richardsoni,1
7184,Bathyraja_richardsoni,1
7184,Bathyraja_shuntovi,1
7184,Brochiraja_spinifera,1
7184,Dipturus_innominatus,1
7184,Pteroplatytrygon_violacea,1
7184,Zearaja_nasutus,
7185,Bathyraja_richardsoni,1
7185,Bathyraja_shuntovi,1
7185,Brochiraja_asperula,1
7185,Brochiraja_spinifera,1
7185,Dipturus_innominatus,1
7185,Myliobatis_tenuicaudatus,1
7185,Pteroplatytrygon_violacea,1
7185,Torpedo_fairchildi,1
7185,Zearaja_nasutus,
7186,Bathyraja_richardsoni,1
7186,Bathyraja_shuntovi,1
7186,Brochiraja_asperula,1
7186,Brochiraja_spinifera,1
7187,Bathyraja_richardsoni,1
7188,Bathyraja_shuntovi,1
